gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,HasInternetService,TotalServices,LoyaltyCategory,AvgMonthlyCharges,HadPriceIncrease,HasFamilySupport,IsHighValue,ChargeDifference,TotalChargesCategory,InternetService_DSL,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_No internet service,OnlineBackup_Yes,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year
0,0,1,0,49,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),20.15,973.35,0,1,0,Long-term,19.864285714285714,1,1,0,0.2857142857142847,Medium,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
1,0,0,0,9,1,1,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),99.3,918.75,0,0,3,New,102.08333333333333,0,0,0,-2.7833333333333314,Medium,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
0,0,1,0,35,1,0,DSL,Yes,No,No,No,Yes,No,One year,1,Bank transfer (automatic),62.15,2215.45,0,0,2,Very Loyal,63.29857142857142,0,1,0,-1.1485714285714224,High,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
0,0,1,1,48,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.65,1057.0,0,1,0,Long-term,22.020833333333332,0,1,0,-1.3708333333333336,Medium,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
0,0,1,1,46,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.95,927.1,0,1,0,Long-term,20.15434782608696,0,1,0,-0.20434782608695912,Medium,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
1,0,1,0,29,0,0,DSL,No,No,No,No,Yes,No,Month-to-month,0,Mailed check,33.75,1009.25,0,0,1,Very Loyal,34.80172413793103,0,1,0,-1.051724137931032,Medium,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
1,0,1,1,30,1,0,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,0,Bank transfer (automatic),82.05,2570.2,0,0,2,Very Loyal,85.67333333333333,0,1,0,-3.623333333333335,High,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
1,1,0,0,1,1,0,Fiber optic,No,No,No,Yes,No,No,Month-to-month,0,Electronic check,74.7,74.7,0,0,1,New,74.7,0,0,0,0.0,Low,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
1,0,1,1,66,1,1,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Mailed check,84.0,5714.25,0,0,5,Long-term,86.57954545454545,0,1,1,-2.5795454545454533,Very High,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
0,0,0,0,65,1,1,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),111.05,7107.0,0,0,5,Long-term,109.33846153846154,1,0,1,1.7115384615384528,Very High,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0
1,0,0,0,72,1,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),100.9,7459.05,0,0,4,Long-term,103.59791666666666,0,0,1,-2.697916666666657,Very High,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1
0,0,0,0,12,1,1,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,78.95,927.35,1,0,1,New,77.27916666666667,1,0,0,1.6708333333333343,Medium,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,0,1,1,71,1,1,DSL,Yes,Yes,No,Yes,No,No,One year,1,Credit card (automatic),66.85,4748.7,0,0,3,Long-term,66.8830985915493,0,1,1,-0.0330985915493045,Very High,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0
1,0,0,0,5,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,21.05,113.85,1,1,0,New,22.77,0,0,0,-1.7199999999999989,Low,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
1,0,0,0,52,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),21.0,1107.2,0,1,0,Long-term,21.292307692307695,0,0,0,-0.2923076923076948,Medium,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
0,1,1,0,25,1,0,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,98.5,2514.5,1,0,4,Very Loyal,100.58,0,1,0,-2.0799999999999983,High,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0
1,0,0,0,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.2,20.2,0,1,0,New,20.2,0,0,0,0.0,Low,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
0,0,1,1,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.45,19.45,0,1,0,New,19.45,0,1,0,0.0,Low,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
1,0,0,0,38,1,1,Fiber optic,No,No,Yes,Yes,Yes,No,One year,0,Bank transfer (automatic),95.0,3605.6,0,0,3,Long-term,94.88421052631578,1,0,0,0.11578947368421666,High,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0
0,1,1,0,66,0,0,DSL,No,Yes,Yes,No,Yes,No,One year,0,Bank transfer (automatic),45.55,3027.25,0,0,3,Long-term,45.86742424242424,0,1,0,-0.31742424242424505,High,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0
1,0,1,0,68,1,1,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),110.0,7611.85,1,0,5,Long-term,111.93897058823529,0,1,1,-1.9389705882352928,Very High,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
1,0,0,0,5,0,0,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,24.3,100.2,0,0,0,New,20.04,1,0,0,4.260000000000002,Low,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,0,1,1,72,1,1,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,1,Electronic check,104.15,7303.05,0,0,4,Long-term,101.43125,1,1,1,2.71875,Very High,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
0,0,0,0,32,0,0,DSL,Yes,No,No,No,No,No,One year,0,Mailed check,30.15,927.65,0,0,1,Very Loyal,28.9890625,1,0,0,1.1609374999999993,Medium,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1,0,0,0,43,1,1,Fiber optic,No,No,No,No,Yes,Yes,One year,0,Mailed check,94.35,3921.3,0,0,2,Long-term,91.19302325581396,1,0,0,3.1569767441860392,Very High,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
1,0,1,1,72,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.4,1363.25,0,1,0,Long-term,18.93402777777778,1,1,0,0.46597222222222,Medium,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
1,0,1,0,55,1,1,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,96.75,5238.9,1,0,3,Long-term,95.25272727272727,1,1,1,1.4972727272727298,Very High,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
0,0,0,0,52,1,0,DSL,Yes,No,Yes,Yes,No,No,One year,0,Credit card (automatic),57.95,3042.25,0,0,3,Long-term,58.50480769230769,0,0,0,-0.5548076923076906,High,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0
0,0,0,0,43,1,0,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Electronic check,91.65,3954.1,0,0,3,Long-term,91.95581395348837,0,0,0,-0.30581395348836793,Very High,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0
0,1,1,0,37,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,76.5,2868.15,1,0,0,Long-term,77.51756756756757,0,1,0,-1.0175675675675677,High,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,0,1,1,64,0,0,DSL,No,Yes,No,Yes,Yes,Yes,Two year,1,Electronic check,54.6,3423.5,0,0,4,Long-term,53.4921875,1,1,0,1.1078125000000014,High,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
1,0,1,1,3,1,0,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,0,Electronic check,89.85,248.4,0,0,3,New,82.8,1,1,0,4.609705468949651,Low,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
0,0,0,0,36,0,0,DSL,Yes,No,No,No,No,No,Two year,0,Bank transfer (automatic),31.05,1126.35,0,0,1,Very Loyal,31.287499999999998,0,0,0,-0.23749999999999716,Medium,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
0,0,1,1,10,1,1,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,100.25,1064.65,1,0,3,New,106.465,0,1,0,-4.6221089956555,Medium,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
0,0,0,0,41,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.65,835.15,0,1,0,Long-term,20.36951219512195,1,0,0,0.2804878048780495,Medium,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
1,0,1,1,27,1,1,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,1,Credit card (automatic),85.2,2151.6,0,0,2,Very Loyal,79.68888888888888,1,1,0,4.609705468949651,High,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0,0,1,1,56,1,1,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Credit card (automatic),99.8,5515.45,0,0,3,Long-term,98.49017857142857,1,1,1,1.309821428571425,Very High,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0
0,0,0,0,6,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.7,112.75,0,1,0,New,18.791666666666668,1,0,0,1.9083333333333314,Low,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
1,0,0,0,3,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.4,229.55,1,0,0,New,76.51666666666667,0,0,0,-2.11666666666666,Low,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,0,1,1,7,1,0,DSL,Yes,No,No,No,No,No,Month-to-month,0,Mailed check,50.7,350.35,0,0,1,New,50.050000000000004,1,1,0,0.6499999999999986,Low,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,0,1,1,4,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.85,62.9,0,1,0,New,15.725,1,1,0,4.609705468949651,Low,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
1,0,0,0,33,1,0,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,1,Electronic check,88.95,3027.65,0,0,3,Very Loyal,91.7469696969697,0,0,0,-2.796969696969697,High,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1
0,1,0,0,27,1,1,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,78.05,2135.5,1,0,1,Very Loyal,79.0925925925926,0,0,0,-1.042592592592598,High,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
1,0,1,0,72,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),23.55,1723.95,0,1,0,Long-term,23.94375,0,1,0,-0.3937500000000007,High,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
1,0,0,0,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.75,19.75,0,1,0,New,19.75,0,0,0,0.0,Low,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
1,1,0,0,71,0,0,DSL,Yes,Yes,No,No,Yes,Yes,One year,1,Electronic check,56.45,3985.35,0,0,4,Long-term,56.131690140845066,1,0,0,0.3183098591549367,Very High,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
0,0,0,0,13,1,1,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,85.95,1215.65,0,0,1,Loyal,93.51153846153846,0,0,0,-4.6221089956555,Medium,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
0,0,1,1,25,0,0,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),58.6,1502.65,1,0,5,Very Loyal,60.106,0,1,0,-1.5060000000000002,High,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0
1,0,0,0,67,1,0,DSL,No,No,No,Yes,No,No,Two year,0,Bank transfer (automatic),50.55,3260.1,0,0,1,Long-term,48.65820895522388,1,0,0,1.8917910447761201,High,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1
1,0,0,0,1,0,0,DSL,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,35.45,35.45,1,0,1,New,35.45,0,0,0,0.0,Low,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
1,0,0,0,2,1,0,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,44.35,81.25,1,0,0,New,40.625,1,0,0,3.7250000000000014,Low,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,0,0,0,43,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),25.7,1188.2,0,1,0,Long-term,27.632558139534886,0,0,0,-1.932558139534887,Medium,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
0,0,0,0,23,1,0,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),75.0,1778.5,0,0,1,Loyal,77.32608695652173,0,0,0,-2.326086956521735,High,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,0,1,1,64,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.2,1277.75,0,1,0,Long-term,19.96484375,1,1,0,0.2351562499999993,Medium,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
1,0,0,1,57,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.6,1170.55,0,1,0,Long-term,20.5359649122807,0,1,0,-0.9359649122806992,Medium,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
0,1,1,0,1,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,70.45,70.45,1,0,0,New,70.45,0,1,0,0.0,Low,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,1,1,1,72,1,1,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),88.05,6425.65,0,0,6,Long-term,89.24513888888889,0,1,1,-1.1951388888888914,Very High,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
0,0,0,0,8,1,1,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,0,Electronic check,71.15,563.65,1,0,3,New,70.45625,1,0,0,0.6937500000000085,Medium,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0
0,0,1,0,61,1,1,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,1,Bank transfer (automatic),101.05,5971.25,0,0,3,Long-term,97.88934426229508,1,1,1,3.1606557377049143,Very High,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
1,0,0,0,64,1,1,Fiber optic,Yes,Yes,No,No,No,No,One year,1,Credit card (automatic),84.3,5289.05,0,0,2,Long-term,82.64140625,1,0,1,1.6585937499999943,Very High,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1,1,1,0,71,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),23.95,1756.2,0,1,0,Long-term,24.735211267605635,0,1,0,-0.7852112676056358,High,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
0,0,1,1,65,1,1,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,1,Credit card (automatic),99.05,6416.7,0,0,4,Long-term,98.71846153846154,1,1,1,0.33153846153845734,Very High,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1
1,0,0,0,3,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.6,61.35,0,1,0,New,20.45,0,0,0,-0.8499999999999979,Low,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,0,0,0,1,1,0,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,45.65,45.65,1,0,0,New,45.65,0,0,0,0.0,Low,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,0,0,1,30,1,0,DSL,No,Yes,Yes,No,Yes,No,One year,0,Credit card (automatic),64.5,1929.95,0,0,3,Very Loyal,64.33166666666666,1,1,0,0.16833333333333655,High,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0
1,0,1,1,15,1,0,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,1,Mailed check,69.5,1071.4,0,0,4,Loyal,71.42666666666668,0,1,0,-1.9266666666666765,Medium,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0
0,0,1,1,8,1,0,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,68.55,564.35,0,0,3,New,70.54375,0,1,0,-1.9937500000000057,Medium,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0
1,0,0,0,7,1,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Mailed check,95.0,655.5,1,0,2,New,93.64285714285714,1,0,0,1.3571428571428612,Medium,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
0,0,1,1,70,1,1,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Credit card (automatic),108.15,7930.55,0,0,5,Long-term,113.29357142857143,0,1,1,-4.6221089956555,Very High,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0
1,0,1,1,62,1,0,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Electronic check,86.1,5215.25,0,0,6,Long-term,84.11693548387096,1,1,1,1.9830645161290334,Very High,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
0,0,1,1,6,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.7,113.5,0,1,0,New,18.916666666666668,1,1,0,0.7833333333333314,Low,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
0,0,1,1,14,1,0,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),80.9,1152.8,0,0,1,Loyal,82.34285714285714,0,1,0,-1.442857142857136,Medium,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
0,0,0,0,22,1,1,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),84.15,1821.95,0,0,1,Loyal,82.81590909090909,1,0,0,1.3340909090909179,High,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
1,0,1,1,22,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.15,419.9,0,1,0,Loyal,19.086363636363636,1,1,0,1.0636363636363626,Medium,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,0,1,1,16,1,0,DSL,Yes,No,Yes,No,Yes,No,Two year,0,Mailed check,64.25,1024.0,0,0,3,Loyal,64.0,1,1,0,0.25,Medium,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
1,0,0,0,10,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),25.7,251.6,0,1,0,New,25.16,1,0,0,0.5399999999999991,Low,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
0,0,0,1,13,1,0,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Electronic check,56.0,764.55,0,0,2,Loyal,58.81153846153846,0,1,0,-2.8115384615384613,Medium,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,0,1,0,20,1,1,Fiber optic,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,82.4,1592.35,1,0,1,Loyal,79.61749999999999,1,1,0,2.782500000000013,High,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,0,0,0,2,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.7,135.2,0,0,0,New,67.6,1,0,0,2.1000000000000085,Low,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,0,0,0,53,1,1,DSL,No,Yes,Yes,Yes,No,Yes,Two year,1,Bank transfer (automatic),73.9,3958.25,0,0,4,Long-term,74.68396226415095,0,0,0,-0.7839622641509436,Very High,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1
0,0,1,1,11,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.6,233.9,0,1,0,New,21.263636363636365,0,1,0,-0.663636363636364,Low,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,0,1,0,69,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.9,1363.45,0,1,0,Long-term,19.76014492753623,1,1,0,0.13985507246376727,Medium,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
0,0,0,0,4,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),70.9,273.0,1,0,0,New,68.25,1,0,0,2.6500000000000057,Low,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,0,1,0,72,1,1,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),89.05,6254.45,0,0,6,Long-term,86.86736111111111,1,1,1,2.1826388888888886,Very High,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
1,1,1,0,58,0,0,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,1,Electronic check,45.3,2651.2,1,0,3,Long-term,45.710344827586205,0,1,0,-0.4103448275862078,High,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0
0,0,1,1,16,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,20.4,321.4,0,1,0,Loyal,20.0875,1,1,0,0.3125,Low,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
1,0,1,0,43,1,0,Fiber optic,Yes,No,Yes,Yes,No,No,One year,1,Bank transfer (automatic),84.25,3539.25,0,0,3,Long-term,82.30813953488372,1,1,0,1.941860465116278,High,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0
